Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Train_Accuracy,Overfitting_Gap,Training_Time_sec,Prediction_Time_ms,Model_Size_MB,Base_Estimators,Meta_Learner
99.32%,99.37%,99.32%,99.32%,100.00%,0.68%,30.431833505630493,1.198931173844771,13.371420860290527,RF + XGBoost + LightGBM,Logistic Regression
