analysis_date,total_crops,agmarknet_crops,estimated_crops,avg_roi,max_roi,min_roi,avg_profit,low_risk_count,medium_risk_count,high_risk_count,most_profitable,safest_profitable
2026-02-06 22:19:52,22,10,12,469.9,1676.12,114.31,159693.15,9,12,1,coconut,jute
