Model,Train_Accuracy,Test_Accuracy,Train_Precision,Test_Precision,Train_Recall,Test_Recall,Train_F1,Test_F1,Training_Time_sec,Prediction_Time_ms,Tree_Depth,Num_Leaves,Overfitting_Gap
Decision Tree,0.9755681818181818,0.9568181818181818,0.9758876844949183,0.9591763499658237,0.9755681818181818,0.9568181818181818,0.9755406954677939,0.9569895045183876,0.017672300338745117,0.003927946090698242,15,50,0.018750000000000044
