Model,Train_Accuracy,Test_Accuracy,Train_Precision,Test_Precision,Train_Recall,Test_Recall,Train_F1,Test_F1,OOB_Score,CV_Mean,CV_Std,Training_Time_sec,Prediction_Time_ms,N_Estimators,Avg_Tree_Depth,Overfitting_Gap
Random Forest,0.9988636363636364,0.9931818181818182,0.9988636363636364,0.9935064935064934,0.9988636363636364,0.9931818181818182,0.9988636363636364,0.9931775541531639,0.99375,0.9931818181818182,0.00584978985283354,0.376082181930542,0.2567713910883123,100,13.43,0.005681818181818232
