Model,Train_Accuracy,Test_Accuracy,Train_Precision,Test_Precision,Train_Recall,Test_Recall,Train_F1,Test_F1,Training_Time_sec,Prediction_Time_ms,Overfitting_Gap
Logistic Regression,0.9886363636363636,0.9772727272727273,0.9887720939657182,0.9793203063954052,0.9886363636363636,0.9772727272727273,0.9886311669607626,0.9770631581390755,0.2361011505126953,0.005175308747725054,0.011363636363636354
